system:index,Supf_km2,burned_pixels,fna,nam,year,.geo
15_00000000000000000017,32820,0.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000001,94365,2387.5490196078435,Provincia del Neuquén,Neuquén,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000002,75564,7176.525490196078,Provincia de San Luis,San Luis,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000003,133296,13626.972549019609,Provincia de Santa Fe,Santa Fe,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000004,91414,947.5137254901961,Provincia de La Rioja,La Rioja,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000005,101486,1445.549019607843,Provincia de Catamarca,Catamarca,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000006,22599,4425.18431372549,Provincia de Tucumán,Tucumán,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000007,99778,7710.8941176470635,Provincia del Chaco,Chaco,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000008,75476,14827.745098039215,Provincia de Formosa,Formosa,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000009,244386,852.0117647058823,Provincia de Santa Cruz,Santa Cruz,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0000000000000000000a,224378,2121.5254901960784,Provincia del Chubut,Chubut,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0000000000000000000b,149089,3187.619607843137,Provincia de Mendoza,Mendoza,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0000000000000000000c,78389,722.8117647058823,Provincia de Entre Ríos,Entre Ríos,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0000000000000000000d,88371,343.0,Provincia de San Juan,San Juan,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0000000000000000000e,53240,1982.81568627451,Provincia de Jujuy,Jujuy,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0000000000000000000f,136990,18955.054901960786,Provincia de Santiago del Estero,Santiago del Estero,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000010,202225,26829.341176470563,Provincia de Río Negro,Río Negro,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000011,89125,8181.909803921569,Provincia de Corrientes,Corrientes,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000012,29907,48.08627450980392,Provincia de Misiones,Misiones,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000013,155369,9104.823529411764,Provincia de Salta,Salta,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000014,164670,2908.545098039215,Provincia de Córdoba,Córdoba,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000015,306127,9547.984313725505,Provincia de Buenos Aires,Buenos Aires,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000016,143211,22035.764705882357,Provincia de La Pampa,La Pampa,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000017,32820,0.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000001,94365,530.8313725490195,Provincia del Neuquén,Neuquén,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000002,75564,11010.654901960785,Provincia de San Luis,San Luis,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000003,133296,13391.305882352939,Provincia de Santa Fe,Santa Fe,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000004,91414,4779.70980392157,Provincia de La Rioja,La Rioja,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000005,101486,2771.725490196078,Provincia de Catamarca,Catamarca,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000006,22599,5601.81176470588,Provincia de Tucumán,Tucumán,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000007,99778,33186.47450980393,Provincia del Chaco,Chaco,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000008,75476,40431.768627451005,Provincia de Formosa,Formosa,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000009,244386,438.82745098039214,Provincia de Santa Cruz,Santa Cruz,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000a,224378,294.0,Provincia del Chubut,Chubut,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000b,149089,9415.0,Provincia de Mendoza,Mendoza,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000c,78389,424.7098039215685,Provincia de Entre Ríos,Entre Ríos,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000d,88371,851.0,Provincia de San Juan,San Juan,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000e,53240,1896.9411764705883,Provincia de Jujuy,Jujuy,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000f,136990,24519.301960784316,Provincia de Santiago del Estero,Santiago del Estero,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000010,202225,20044.352941176465,Provincia de Río Negro,Río Negro,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000011,89125,5910.517647058823,Provincia de Corrientes,Corrientes,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000012,29907,601.3725490196078,Provincia de Misiones,Misiones,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000013,155369,8137.074509803922,Provincia de Salta,Salta,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000014,164670,5272.674509803921,Provincia de Córdoba,Córdoba,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000015,306127,6217.235294117647,Provincia de Buenos Aires,Buenos Aires,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000016,143211,49632.41176470588,Provincia de La Pampa,La Pampa,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000017,32820,0.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000001,94365,382.06274509803916,Provincia del Neuquén,Neuquén,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000002,75564,9448.850980392155,Provincia de San Luis,San Luis,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000003,133296,24365.56078431373,Provincia de Santa Fe,Santa Fe,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000004,91414,180.0,Provincia de La Rioja,La Rioja,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000005,101486,493.05882352941194,Provincia de Catamarca,Catamarca,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000006,22599,5407.745098039216,Provincia de Tucumán,Tucumán,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000007,99778,7290.890196078431,Provincia del Chaco,Chaco,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000008,75476,15605.184313725491,Provincia de Formosa,Formosa,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000009,244386,298.0,Provincia de Santa Cruz,Santa Cruz,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000a,224378,237.0,Provincia del Chubut,Chubut,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000b,149089,12112.956862745099,Provincia de Mendoza,Mendoza,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000c,78389,1627.8196078431367,Provincia de Entre Ríos,Entre Ríos,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000d,88371,884.0,Provincia de San Juan,San Juan,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000e,53240,1684.439215686275,Provincia de Jujuy,Jujuy,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000f,136990,11894.184313725491,Provincia de Santiago del Estero,Santiago del Estero,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000010,202225,4197.878431372546,Provincia de Río Negro,Río Negro,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000011,89125,7008.168627450981,Provincia de Corrientes,Corrientes,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000012,29907,78.0,Provincia de Misiones,Misiones,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000013,155369,5888.094117647058,Provincia de Salta,Salta,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000014,164670,1636.6196078431371,Provincia de Córdoba,Córdoba,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000015,306127,4723.15294117647,Provincia de Buenos Aires,Buenos Aires,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000016,143211,39843.44313725491,Provincia de La Pampa,La Pampa,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000017,32820,0.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000001,94365,1696.9019607843138,Provincia del Neuquén,Neuquén,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000002,75564,4261.870588235294,Provincia de San Luis,San Luis,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000003,133296,7848.862745098039,Provincia de Santa Fe,Santa Fe,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000004,91414,429.0,Provincia de La Rioja,La Rioja,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000005,101486,866.478431372549,Provincia de Catamarca,Catamarca,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000006,22599,2317.2196078431366,Provincia de Tucumán,Tucumán,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000007,99778,9714.019607843138,Provincia del Chaco,Chaco,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000008,75476,15778.380392156865,Provincia de Formosa,Formosa,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000009,244386,392.0,Provincia de Santa Cruz,Santa Cruz,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0000000000000000000a,224378,695.6901960784314,Provincia del Chubut,Chubut,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0000000000000000000b,149089,2806.3411764705884,Provincia de Mendoza,Mendoza,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0000000000000000000c,78389,977.5098039215686,Provincia de Entre Ríos,Entre Ríos,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0000000000000000000d,88371,113.47843137254901,Provincia de San Juan,San Juan,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0000000000000000000e,53240,1650.2431372549022,Provincia de Jujuy,Jujuy,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0000000000000000000f,136990,13436.72156862745,Provincia de Santiago del Estero,Santiago del Estero,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000010,202225,4981.399999999998,Provincia de Río Negro,Río Negro,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000011,89125,12019.09019607843,Provincia de Corrientes,Corrientes,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000012,29907,60.0,Provincia de Misiones,Misiones,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000013,155369,6048.639215686274,Provincia de Salta,Salta,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000014,164670,2692.9333333333334,Provincia de Córdoba,Córdoba,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000015,306127,3597.8941176470585,Provincia de Buenos Aires,Buenos Aires,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000016,143211,9434.439215686272,Provincia de La Pampa,La Pampa,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000017,32820,0.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000001,94365,1786.7725490196078,Provincia del Neuquén,Neuquén,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000002,75564,11920.31764705882,Provincia de San Luis,San Luis,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000003,133296,55673.3843137255,Provincia de Santa Fe,Santa Fe,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000004,91414,389.0,Provincia de La Rioja,La Rioja,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000005,101486,2057.8470588235296,Provincia de Catamarca,Catamarca,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000006,22599,4896.329411764707,Provincia de Tucumán,Tucumán,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000007,99778,27456.513725490193,Provincia del Chaco,Chaco,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000008,75476,45288.615686274556,Provincia de Formosa,Formosa,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000009,244386,438.9764705882353,Provincia de Santa Cruz,Santa Cruz,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0000000000000000000a,224378,778.686274509804,Provincia del Chubut,Chubut,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0000000000000000000b,149089,1277.007843137255,Provincia de Mendoza,Mendoza,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0000000000000000000c,78389,15711.172549019619,Provincia de Entre Ríos,Entre Ríos,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0000000000000000000d,88371,243.0,Provincia de San Juan,San Juan,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0000000000000000000e,53240,2711.552941176471,Provincia de Jujuy,Jujuy,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0000000000000000000f,136990,26421.8705882353,Provincia de Santiago del Estero,Santiago del Estero,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000010,202225,2594.3058823529404,Provincia de Río Negro,Río Negro,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000011,89125,28619.513725490193,Provincia de Corrientes,Corrientes,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000012,29907,341.03921568627453,Provincia de Misiones,Misiones,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000013,155369,10238.356862745097,Provincia de Salta,Salta,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000014,164670,18305.2,Provincia de Córdoba,Córdoba,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000015,306127,3214.4117647058824,Provincia de Buenos Aires,Buenos Aires,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000016,143211,4339.2941176470595,Provincia de La Pampa,La Pampa,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000017,32820,0.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000001,94365,379.84313725490193,Provincia del Neuquén,Neuquén,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000002,75564,3644.6470588235297,Provincia de San Luis,San Luis,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000003,133296,26053.05882352942,Provincia de Santa Fe,Santa Fe,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000004,91414,1056.4313725490197,Provincia de La Rioja,La Rioja,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000005,101486,826.2823529411764,Provincia de Catamarca,Catamarca,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000006,22599,3767.9254901960794,Provincia de Tucumán,Tucumán,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000007,99778,7118.580392156863,Provincia del Chaco,Chaco,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000008,75476,19473.196078431363,Provincia de Formosa,Formosa,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000009,244386,173.0,Provincia de Santa Cruz,Santa Cruz,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0000000000000000000a,224378,991.3803921568627,Provincia del Chubut,Chubut,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0000000000000000000b,149089,960.0,Provincia de Mendoza,Mendoza,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0000000000000000000c,78389,5101.70980392157,Provincia de Entre Ríos,Entre Ríos,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0000000000000000000d,88371,93.72941176470587,Provincia de San Juan,San Juan,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0000000000000000000e,53240,1092.6862745098038,Provincia de Jujuy,Jujuy,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0000000000000000000f,136990,14924.498039215692,Provincia de Santiago del Estero,Santiago del Estero,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000010,202225,1662.2117647058826,Provincia de Río Negro,Río Negro,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000011,89125,9920.282352941174,Provincia de Corrientes,Corrientes,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000012,29907,68.90196078431373,Provincia de Misiones,Misiones,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000013,155369,5345.992156862745,Provincia de Salta,Salta,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000014,164670,4561.376470588235,Provincia de Córdoba,Córdoba,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000015,306127,2581.0470588235294,Provincia de Buenos Aires,Buenos Aires,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000016,143211,2141.635294117647,Provincia de La Pampa,La Pampa,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000017,32820,0.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000001,94365,327.94117647058823,Provincia del Neuquén,Neuquén,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000002,75564,9947.913725490194,Provincia de San Luis,San Luis,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000003,133296,30490.43529411764,Provincia de Santa Fe,Santa Fe,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000004,91414,2009.1882352941175,Provincia de La Rioja,La Rioja,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000005,101486,1265.9450980392157,Provincia de Catamarca,Catamarca,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000006,22599,3341.0784313725494,Provincia de Tucumán,Tucumán,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000007,99778,9488.415686274508,Provincia del Chaco,Chaco,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000008,75476,34176.156862745105,Provincia de Formosa,Formosa,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000009,244386,449.0,Provincia de Santa Cruz,Santa Cruz,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0000000000000000000a,224378,4555.572549019608,Provincia del Chubut,Chubut,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0000000000000000000b,149089,981.8862745098039,Provincia de Mendoza,Mendoza,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0000000000000000000c,78389,12770.984313725483,Provincia de Entre Ríos,Entre Ríos,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0000000000000000000d,88371,307.81176470588235,Provincia de San Juan,San Juan,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0000000000000000000e,53240,1941.0235294117642,Provincia de Jujuy,Jujuy,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0000000000000000000f,136990,12048.094117647062,Provincia de Santiago del Estero,Santiago del Estero,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000010,202225,1002.8431372549019,Provincia de Río Negro,Río Negro,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000011,89125,47771.49019607843,Provincia de Corrientes,Corrientes,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000012,29907,528.0,Provincia de Misiones,Misiones,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000013,155369,13658.30588235294,Provincia de Salta,Salta,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000014,164670,4099.266666666666,Provincia de Córdoba,Córdoba,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000015,306127,4028.95294117647,Provincia de Buenos Aires,Buenos Aires,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000016,143211,8817.572549019616,Provincia de La Pampa,La Pampa,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000017,32820,578.3450980392157,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000001,94365,687.5529411764705,Provincia del Neuquén,Neuquén,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000002,75564,6862.43137254902,Provincia de San Luis,San Luis,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000003,133296,14660.411764705883,Provincia de Santa Fe,Santa Fe,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000004,91414,544.3490196078432,Provincia de La Rioja,La Rioja,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000005,101486,289.48627450980393,Provincia de Catamarca,Catamarca,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000006,22599,2367.435294117647,Provincia de Tucumán,Tucumán,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000007,99778,6742.815686274511,Provincia del Chaco,Chaco,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000008,75476,15375.035294117644,Provincia de Formosa,Formosa,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000009,244386,113.79215686274509,Provincia de Santa Cruz,Santa Cruz,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0000000000000000000a,224378,818.4117647058823,Provincia del Chubut,Chubut,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0000000000000000000b,149089,4444.470588235295,Provincia de Mendoza,Mendoza,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0000000000000000000c,78389,2563.7294117647057,Provincia de Entre Ríos,Entre Ríos,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0000000000000000000d,88371,323.843137254902,Provincia de San Juan,San Juan,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0000000000000000000e,53240,751.6235294117647,Provincia de Jujuy,Jujuy,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0000000000000000000f,136990,6513.188235294116,Provincia de Santiago del Estero,Santiago del Estero,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000010,202225,2328.400000000001,Provincia de Río Negro,Río Negro,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000011,89125,13196.964705882354,Provincia de Corrientes,Corrientes,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000012,29907,28.854901960784314,Provincia de Misiones,Misiones,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000013,155369,8571.741176470587,Provincia de Salta,Salta,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000014,164670,1992.5019607843133,Provincia de Córdoba,Córdoba,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000015,306127,2801.807843137255,Provincia de Buenos Aires,Buenos Aires,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000016,143211,4931.57647058824,Provincia de La Pampa,La Pampa,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
